"attempt","ip_address","created_date","reason","uuid","model"
962911,"172.71.186.217","2023-11-16 07:29:41.786193","Bad credentials","4b01678e-c80f-4371-9f86-eeaeb7e2cc0a","SM-A315F"
962910,"172.71.186.217","2023-11-16 07:28:50.475422","Bad credentials","4b01678e-c80f-4371-9f86-eeaeb7e2cc0a","SM-A315F"
962909,"172.71.186.217","2023-11-16 07:25:38.403819","Bad credentials","4b01678e-c80f-4371-9f86-eeaeb7e2cc0a","SM-A315F"
962908,"172.71.186.217","2023-11-16 07:20:18.389431","Bad credentials","4b01678e-c80f-4371-9f86-eeaeb7e2cc0a","SM-A315F"
962907,"172.71.186.216","2023-11-16 07:19:57.650965","Bad credentials","4b01678e-c80f-4371-9f86-eeaeb7e2cc0a","SM-A315F"
962902,"162.158.22.243","2023-11-16 07:09:41.940271","Bad credentials","184d6151-b940-48c3-82d0-e4f49205c19e","iPhone 12"
962901,"172.68.134.148","2023-11-15 23:49:54.120301","Bad credentials",NULL,NULL
962102,"172.64.236.95","2023-11-15 23:26:51.10616","Bad credentials",NULL,NULL
962101,"172.64.236.137","2023-11-15 23:26:05.676254","Bad credentials",NULL,NULL
959956,"172.68.134.46","2023-11-15 23:08:35.654546","Bad credentials",NULL,NULL
959955,"162.158.22.174","2023-11-15 22:53:15.093366","Bad credentials",NULL,NULL
959954,"172.64.236.137","2023-11-15 22:00:08.96283","Bad credentials",NULL,NULL
959953,"172.64.238.8","2023-11-15 21:21:59.18073","Bad credentials",NULL,NULL
959952,"172.64.238.8","2023-11-15 21:18:10.359755","Bad credentials",NULL,NULL
959951,"172.64.236.60","2023-11-15 21:10:57.721426","Bad credentials",NULL,NULL
937750,"172.64.238.119","2023-11-15 21:02:36.04029","Bad credentials",NULL,NULL
937749,"172.64.236.95","2023-11-15 19:57:00.220656","Bad credentials",NULL,NULL
937748,"172.64.236.136","2023-11-15 18:57:14.110902","Bad credentials",NULL,NULL
937747,"172.64.236.136","2023-11-15 18:56:53.276445","Bad credentials",NULL,NULL
957551,"172.64.236.94","2023-11-15 18:27:34.399944","ERR-401008",NULL,NULL
937746,"172.71.134.162","2023-11-15 18:21:06.537979","Bad credentials",NULL,NULL
937744,"188.114.111.9","2023-11-15 16:57:42.840651","Bad credentials",NULL,NULL
937743,"188.114.111.9","2023-11-15 16:57:34.003203","Bad credentials",NULL,NULL
937742,"172.64.236.95","2023-11-15 16:42:03.146641","Bad credentials",NULL,NULL
937745,"172.64.238.9","2023-11-15 16:31:03.797537","Bad credentials",NULL,NULL
937741,"188.114.111.128","2023-11-15 15:35:00.153773","Bad credentials","43766a52-eb31-4099-a288-b8feaf63e6e1","Redmi 8"
937694,"162.158.23.48","2023-11-15 15:03:12.729037","Bad credentials","bc77bdfa-71d2-4b01-82c8-d6cb86bc3ebc","SM-A336E"
937693,"172.71.186.213","2023-11-15 15:00:45.180538","Bad credentials","bc77bdfa-71d2-4b01-82c8-d6cb86bc3ebc","SM-A336E"
937740,"162.158.23.20","2023-11-15 14:09:47.30211","Bad credentials","6d3709d2-a986-41e5-9857-998e9fc4cabc","SM-G781B"
937739,"172.64.236.95","2023-11-15 13:49:40.734209","Bad credentials",NULL,NULL
937738,"172.71.186.92","2023-11-15 12:05:11.654774","Bad credentials",NULL,NULL
937737,"172.64.238.143","2023-11-15 11:20:31.185081","Bad credentials","43da722a-8bb7-40d5-9d45-15982c5d2ac5","iPhone X"
937736,"172.64.238.28","2023-11-15 11:18:30.506597","Bad credentials",NULL,NULL
937735,"172.64.238.119","2023-11-15 11:14:57.164509","Bad credentials","89f7e104-3786-4520-9934-6d9704d9d16e","DUB-LX1"
937734,"172.64.238.118","2023-11-15 11:14:34.496938","Bad credentials","89f7e104-3786-4520-9934-6d9704d9d16e","DUB-LX1"
937733,"172.71.186.25","2023-11-15 10:50:13.251042","Bad credentials",NULL,NULL
937732,"172.71.186.25","2023-11-15 10:50:00.927664","Bad credentials",NULL,NULL
937731,"162.158.23.20","2023-11-15 09:16:42.892259","Bad credentials",NULL,NULL
937730,"172.68.134.64","2023-11-15 08:54:39.376436","Bad credentials",NULL,NULL
937728,"162.158.23.20","2023-11-15 08:32:31.180382","Bad credentials",NULL,NULL
937727,"172.64.238.28","2023-11-15 07:58:41.372063","Bad credentials",NULL,NULL
937726,"172.70.57.242","2023-11-15 01:21:21.170895","Bad credentials","0e92f469-e8cf-4f89-a58a-88f592522f0b","iPhone 8 Plus"
937725,"172.70.57.136","2023-11-15 01:21:05.072002","Bad credentials","0e92f469-e8cf-4f89-a58a-88f592522f0b","iPhone 8 Plus"
937724,"172.64.236.68","2023-11-15 01:20:29.219366","Bad credentials","0e92f469-e8cf-4f89-a58a-88f592522f0b","iPhone 8 Plus"
937723,"172.70.57.179","2023-11-15 00:03:03.257905","Bad credentials",NULL,NULL
937722,"162.158.22.248","2023-11-14 23:49:49.388","Bad credentials",NULL,NULL
937721,"162.158.23.60","2023-11-14 21:02:53.682434","Bad credentials","1f119f1c-5e7e-4b4b-8629-4df40be2638d","SM-A515F"
937720,"172.64.238.28","2023-11-14 19:12:35.515331","Bad credentials",NULL,NULL
937719,"172.68.134.47","2023-11-14 19:09:18.840255","Bad credentials",NULL,NULL
937718,"188.114.111.55","2023-11-14 18:47:26.361657","Bad credentials",NULL,NULL
937717,"172.71.186.85","2023-11-14 18:21:06.262978","Bad credentials",NULL,NULL
937716,"172.64.238.28","2023-11-14 17:55:05.777691","Bad credentials",NULL,NULL
937715,"188.114.111.171","2023-11-14 16:52:39.907262","Bad credentials",NULL,NULL
937714,"172.64.236.68","2023-11-14 16:26:13.667796","Bad credentials",NULL,NULL
937713,"162.158.23.41","2023-11-14 15:51:40.729173","Bad credentials","6846c425-91d1-49cb-a68e-a5d6c22d0e7b","iPhone 11"
937712,"172.64.236.137","2023-11-14 15:50:47.804257","Bad credentials","6846c425-91d1-49cb-a68e-a5d6c22d0e7b","iPhone 11"
937711,"188.114.111.128","2023-11-14 14:54:17.972402","Bad credentials",NULL,NULL
937710,"172.68.134.148","2023-11-14 14:17:21.934287","Bad credentials","c17ee77c-2b5d-40f8-a081-b40ce58d9b37","iPhone 12"
937709,"172.64.238.143","2023-11-14 13:59:53.595566","Bad credentials",NULL,NULL
937729,"172.64.238.119","2023-11-14 12:55:33.937844","Bad credentials",NULL,NULL
937708,"162.158.22.89","2023-11-14 12:05:41.957663","Bad credentials","a44d0249-8d9e-4829-8cd5-500a935e82b5","iPhone XR"
937707,"162.158.22.88","2023-11-14 12:05:18.73404","Bad credentials","a44d0249-8d9e-4829-8cd5-500a935e82b5","iPhone XR"
937706,"172.71.186.212","2023-11-14 12:04:28.864841","Bad credentials","a44d0249-8d9e-4829-8cd5-500a935e82b5","iPhone XR"
937705,"172.71.186.212","2023-11-14 12:04:15.255644","Bad credentials","a44d0249-8d9e-4829-8cd5-500a935e82b5","iPhone XR"
937704,"172.64.236.136","2023-11-14 11:49:41.670887","Bad credentials",NULL,NULL
937703,"162.158.23.41","2023-11-14 11:21:52.223086","Bad credentials","a796b822-551a-4df1-91ef-8f00259d8571","SM-G981B"
937702,"172.64.236.94","2023-11-14 10:55:52.116733","Bad credentials","ff71d7e1-ba26-4382-9995-774e8bc61216","iPhone 12 Pro Max"
937653,"172.70.57.190","2023-11-14 09:45:28.875544","ERR-401008",NULL,NULL
937652,"172.64.236.94","2023-11-14 09:44:47.180937","ERR-401008",NULL,NULL
937701,"172.64.238.142","2023-11-14 07:44:49.135045","Bad credentials",NULL,NULL
930321,"162.158.23.47","2023-11-13 20:43:32.318142","Bad credentials","756111e6-72f2-41ab-8248-e3371442e2bd","CPH2237"
930320,"162.158.23.48","2023-11-13 20:43:15.989415","Bad credentials","756111e6-72f2-41ab-8248-e3371442e2bd","CPH2237"
930319,"162.158.23.47","2023-11-13 20:42:40.474799","Bad credentials",NULL,NULL
930318,"172.68.134.149","2023-11-13 19:57:13.377773","Bad credentials",NULL,NULL
930317,"172.64.238.118","2023-11-13 19:45:42.427057","Bad credentials","a306dc8a-5557-4941-a054-ae9eae643129","iPhone 14 Pro Max"
930316,"172.64.236.69","2023-11-13 19:25:41.363553","Bad credentials","d4f3d8b3-62ac-4a19-bb0d-0af9b8794eba","iPhone 14 Pro"
930315,"172.64.236.137","2023-11-13 19:01:32.015371","Bad credentials",NULL,NULL
930314,"188.114.111.129","2023-11-13 18:54:01.219885","Bad credentials",NULL,NULL
930313,"172.68.134.65","2023-11-13 18:53:16.606649","Bad credentials",NULL,NULL
930312,"188.114.111.128","2023-11-13 18:48:27.022889","Bad credentials",NULL,NULL
930311,"188.114.111.128","2023-11-13 18:48:12.823192","Bad credentials",NULL,NULL
930310,"172.64.238.9","2023-11-13 18:30:55.644211","Bad credentials","33c70254-a0fb-4b90-bb7a-9461f07af53b","iPhone 12 Pro"
930309,"172.64.238.118","2023-11-13 18:22:45.950844","Bad credentials",NULL,NULL
930308,"172.64.238.118","2023-11-13 18:22:39.060006","Bad credentials",NULL,NULL
930307,"172.68.134.109","2023-11-13 18:21:36.545636","Bad credentials",NULL,NULL
930306,"188.114.111.170","2023-11-13 17:54:48.306296","Bad credentials",NULL,NULL
930305,"188.114.111.170","2023-11-13 17:54:39.016267","Bad credentials",NULL,NULL
930304,"172.64.236.68","2023-11-13 15:58:25.991341","Bad credentials","3025c235-52d6-43cc-819b-8cbfb215363c","SM-G780F"
930303,"172.64.238.143","2023-11-13 15:43:59.552807","Bad credentials",NULL,NULL
930302,"172.64.238.142","2023-11-13 15:33:27.019492","Bad credentials",NULL,NULL
930301,"172.70.57.191","2023-11-13 12:42:50.613278","Bad credentials",NULL,NULL
909000,"162.158.23.20","2023-11-13 12:18:21.842018","Bad credentials","349add51-5425-4163-968c-50ed502e4be4","iPhone XR"
908999,"172.68.134.149","2023-11-13 12:05:41.321733","Bad credentials",NULL,NULL
984655,"172.64.238.143","2023-11-13 10:09:30.100995","Bad credentials","3d9514d6-80d5-4bd3-afa5-eeb11df6d57b","CLT-L29"
908997,"172.64.238.28","2023-11-13 09:33:06.935485","Bad credentials","036202fb-d3b8-4bf4-9d67-557be7adba11","iPhone 11"
908996,"172.68.134.46","2023-11-13 03:00:39.806384","Bad credentials",NULL,NULL
908995,"172.68.134.65","2023-11-13 00:03:46.93864","Bad credentials","96a489e2-e767-4b72-aed3-5f457c87d3c3","SM-A336E"
908994,"172.68.134.109","2023-11-12 22:34:31.193415","Bad credentials",NULL,NULL
908992,"172.71.186.33","2023-11-12 21:55:21.497152","Bad credentials",NULL,NULL
908993,"162.158.22.227","2023-11-12 21:38:39.143866","Bad credentials",NULL,NULL
908991,"172.68.102.61","2023-11-12 21:09:13.996358","Bad credentials",NULL,NULL
908990,"172.64.236.68","2023-11-12 17:50:59.013374","Bad credentials",NULL,NULL
908885,"188.114.111.131","2023-11-12 17:18:06.948386","ERR-401013",NULL,NULL
908983,"188.114.111.155","2023-11-12 16:24:38.696813","Bad credentials","efabbf12-0238-4af9-a6d3-f694a2a35804","iPhone 11"
908989,"172.64.236.94","2023-11-12 16:24:18.038554","Bad credentials","fbf2c2ae-3043-41c4-8799-24995c390290","iPhone 12"
908988,"172.64.236.137","2023-11-12 16:24:00.472516","Bad credentials","286d497e-6d8c-4b83-ac1a-046af90cf440","iPhone 11"
908987,"172.64.236.136","2023-11-12 16:23:53.630992","Bad credentials","286d497e-6d8c-4b83-ac1a-046af90cf440","iPhone 11"
908986,"172.64.236.136","2023-11-12 16:23:36.915668","Bad credentials","286d497e-6d8c-4b83-ac1a-046af90cf440","iPhone 11"
908982,"172.64.238.9","2023-11-12 14:10:51.529761","Bad credentials",NULL,NULL
908981,"162.158.22.175","2023-11-12 11:23:47.37838","Bad credentials",NULL,NULL
908980,"172.64.236.60","2023-11-12 06:04:02.295901","Bad credentials",NULL,NULL
908979,"162.158.22.242","2023-11-11 22:37:24.98233","Bad credentials","17639c2d-01e1-48ca-ad3f-0fd4aa4844bf","iPhone 11"
908978,"188.114.111.130","2023-11-11 22:12:13.468435","Bad credentials",NULL,NULL
908977,"172.64.236.60","2023-11-11 21:05:27.00195","Bad credentials",NULL,NULL
908976,"162.158.22.174","2023-11-11 19:40:41.259671","Bad credentials",NULL,NULL
908975,"162.158.22.174","2023-11-11 19:39:20.699799","Bad credentials",NULL,NULL
908974,"162.158.22.174","2023-11-11 19:39:07.980058","Bad credentials",NULL,NULL
908973,"172.71.135.73","2023-11-11 18:08:53.838668","Bad credentials","c44ac444-c351-4330-b293-ff8a97c4c60e","Redmi Note 8"
908972,"172.71.135.28","2023-11-11 15:51:57.3238","Bad credentials",NULL,NULL
908971,"188.114.111.131","2023-11-11 14:33:10.757872","Bad credentials","41b136af-5ed4-428c-8117-1ad6eea71579","iPhone 12"
908970,"162.158.22.242","2023-11-11 14:05:32.39857","Bad credentials","a7166dda-b9af-4543-9c13-6b3791893e7d","SM-J610F"
908969,"162.158.22.242","2023-11-11 14:01:51.466597","Bad credentials","a7166dda-b9af-4543-9c13-6b3791893e7d","SM-J610F"
908968,"162.158.22.89","2023-11-11 11:12:33.390113","Bad credentials","50d371ea-a588-4214-ad82-fca37dd40d6c","iPhone 12 Pro"
908864,"172.64.236.137","2023-11-11 09:46:27.756852","Bad credentials",NULL,NULL
908962,"188.114.111.54","2023-11-11 09:46:14.845721","Bad credentials","9e699df5-4e88-4501-a4fc-06bcc29cbd47","TECNO CK7n"
908961,"172.64.236.68","2023-11-10 22:06:21.078155","Bad credentials","b38a48b9-c993-4c34-8e70-2bb6b0648757","ONEPLUS A5000"
908960,"172.64.238.143","2023-11-10 21:59:59.24017","Bad credentials",NULL,NULL
908959,"172.64.238.143","2023-11-10 21:59:49.197616","Bad credentials",NULL,NULL
908958,"172.64.238.29","2023-11-10 21:44:01.989469","Bad credentials","04949ff8-c96e-49f4-8d55-aa5d74c188b2","SM-M115F"
908957,"172.64.238.29","2023-11-10 21:43:44.491037","Bad credentials","04949ff8-c96e-49f4-8d55-aa5d74c188b2","SM-M115F"
908956,"172.64.236.61","2023-11-10 21:33:10.251258","Bad credentials",NULL,NULL
908998,"172.71.186.92","2023-11-10 20:36:18.286015","Bad credentials",NULL,NULL
908955,"172.64.238.29","2023-11-10 20:10:04.635329","Bad credentials",NULL,NULL
908954,"162.158.23.42","2023-11-10 19:29:41.423396","Bad credentials","58be56ae-53c0-4738-a633-4baa40a650ff","iPhone 7"
908953,"172.71.186.220","2023-11-10 18:56:31.157127","Bad credentials",NULL,NULL
908952,"162.158.23.19","2023-11-10 18:44:47.70752","Bad credentials","274d3229-38a0-4263-8a70-6323f83d9e45","iPhone 12"
908951,"162.158.23.19","2023-11-10 18:44:33.485451","Bad credentials","274d3229-38a0-4263-8a70-6323f83d9e45","iPhone 12"
895378,"172.64.238.119","2023-11-10 18:29:59.267293","Bad credentials","45f8f687-3df6-4445-a883-28cc429b9ef4","SM-A107F"
895377,"162.158.23.19","2023-11-10 18:21:56.931141","Bad credentials","022643dc-9676-462d-8a72-b35a21a381c7","iPhone XR"
895331,"162.158.22.88","2023-11-10 17:59:50.931033","ERR-401008",NULL,NULL
908967,"162.158.23.42","2023-11-10 17:48:40.722966","Bad credentials","50d371ea-a588-4214-ad82-fca37dd40d6c","iPhone 12 Pro"
908966,"162.158.23.42","2023-11-10 17:48:33.255452","Bad credentials","50d371ea-a588-4214-ad82-fca37dd40d6c","iPhone 12 Pro"
908965,"172.71.186.25","2023-11-10 17:48:19.135392","Bad credentials","50d371ea-a588-4214-ad82-fca37dd40d6c","iPhone 12 Pro"
908964,"172.71.186.32","2023-11-10 17:45:21.398622","Bad credentials","50d371ea-a588-4214-ad82-fca37dd40d6c","iPhone 12 Pro"
895376,"162.158.22.175","2023-11-10 17:37:04.140406","Bad credentials","75f7cf77-b739-4f1e-9907-461c29b2cdde","Infinix X665E"
895375,"162.158.22.175","2023-11-10 17:36:36.429859","Bad credentials","75f7cf77-b739-4f1e-9907-461c29b2cdde","Infinix X665E"
895374,"162.158.22.175","2023-11-10 17:36:30.381573","Bad credentials","75f7cf77-b739-4f1e-9907-461c29b2cdde","Infinix X665E"
895373,"172.71.186.162","2023-11-10 17:08:24.712507","Bad credentials","ac992f46-91a4-4418-b04d-1adba39d5d3f","moto g(9) plus"
895372,"162.158.22.89","2023-11-10 17:01:42.727903","Bad credentials","c902f94a-9fcd-4bd2-95b5-299ef4c785a5","iPhone X"
908963,"162.158.23.20","2023-11-10 16:17:32.108917","Bad credentials","50d371ea-a588-4214-ad82-fca37dd40d6c","iPhone 12 Pro"
895371,"172.71.186.220","2023-11-10 15:23:24.623605","Bad credentials",NULL,NULL
895370,"172.64.236.136","2023-11-10 15:22:37.828945","Bad credentials",NULL,NULL
895369,"188.114.111.155","2023-11-10 15:09:19.916878","Bad credentials",NULL,NULL
895368,"162.158.22.175","2023-11-10 15:02:50.070392","Bad credentials","821d7e95-fd48-45e1-b9bc-bf5c7d30704e","RMX3627"
895367,"162.158.22.174","2023-11-10 15:02:38.870929","Bad credentials","821d7e95-fd48-45e1-b9bc-bf5c7d30704e","RMX3627"
895366,"172.70.57.243","2023-11-10 14:59:03.128562","Bad credentials",NULL,NULL
895365,"172.64.236.60","2023-11-10 13:38:58.402702","Bad credentials","31f7c3e6-6921-4731-b2a5-5031af611886","M2007J20CG"
895364,"172.64.236.60","2023-11-10 13:38:47.550541","Bad credentials","31f7c3e6-6921-4731-b2a5-5031af611886","M2007J20CG"
895363,"172.64.238.9","2023-11-10 13:20:32.895301","Bad credentials","6a5ece8f-f213-46fb-8805-62cb4556b57d","iPhone 12"
895362,"172.64.236.69","2023-11-10 13:10:50.025815","Bad credentials",NULL,NULL
895361,"162.158.23.20","2023-11-10 12:54:41.257873","Bad credentials",NULL,NULL
895360,"188.114.111.177","2023-11-10 12:15:24.769142","Bad credentials",NULL,NULL
895359,"172.71.186.33","2023-11-10 10:45:09.786727","Bad credentials","34b413ab-f8a3-4d29-ae12-933e5babdea6","CPH2363"
895358,"172.70.57.191","2023-11-10 10:24:40.159997","Bad credentials",NULL,NULL
895357,"162.158.23.55","2023-11-10 00:20:53.713069","Bad credentials",NULL,NULL
895356,"172.70.57.138","2023-11-09 22:44:52.003167","Bad credentials",NULL,NULL
895354,"172.64.238.142","2023-11-09 21:13:04.710888","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
895353,"172.64.238.142","2023-11-09 21:11:41.456087","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
895352,"172.64.238.119","2023-11-09 20:57:57.667182","Bad credentials","83f1fa1a-d1cc-4afc-910d-35b3becc888e","iPhone 14"
895351,"172.64.238.9","2023-11-09 20:37:01.397003","Bad credentials",NULL,NULL
887970,"172.71.186.220","2023-11-09 19:24:47.885854","Bad credentials","5343c6f4-6b56-43a1-81d4-526205c9b5b2","21091116UG"
887969,"172.71.186.220","2023-11-09 19:24:37.141911","Bad credentials","5343c6f4-6b56-43a1-81d4-526205c9b5b2","21091116UG"
887968,"172.71.186.220","2023-11-09 19:24:15.90479","Bad credentials","5343c6f4-6b56-43a1-81d4-526205c9b5b2","21091116UG"
887967,"172.64.236.68","2023-11-09 18:46:27.627782","Bad credentials",NULL,NULL
887966,"172.70.57.229","2023-11-09 18:17:44.289737","Bad credentials",NULL,NULL
887965,"172.70.57.246","2023-11-09 17:24:45.111478","Bad credentials",NULL,NULL
887964,"172.71.186.212","2023-11-09 17:20:57.97191","Bad credentials","bc350d21-e10c-420f-bcac-05ffd6399227","SM-A225F"
887963,"172.64.236.69","2023-11-09 17:19:30.098591","Bad credentials","b8358b22-97fb-4861-a08b-41c6665c504f","iPhone 12"
887959,"172.71.186.212","2023-11-09 16:52:32.16942","Bad credentials","3530b307-3a34-4ecb-9ee4-86ab8c192d04","iPhone 8"
887958,"172.71.186.213","2023-11-09 16:52:22.185455","Bad credentials","3530b307-3a34-4ecb-9ee4-86ab8c192d04","iPhone 8"
887957,"172.68.134.149","2023-11-09 16:32:54.43615","ERR-401013",NULL,NULL
881315,"172.64.238.119","2023-11-09 16:31:35.37248","ERR-401013",NULL,NULL
881314,"172.64.238.119","2023-11-09 16:30:33.5453","ERR-401013",NULL,NULL
881313,"172.64.238.119","2023-11-09 16:30:26.001411","ERR-401013",NULL,NULL
887956,"172.64.238.29","2023-11-09 16:24:26.809689","Bad credentials",NULL,NULL
887955,"172.64.236.95","2023-11-09 16:08:51.405259","Bad credentials","23a9ae5a-1f07-43c0-92a8-129f17d16d6c","2201117TG"
887954,"172.64.236.136","2023-11-09 16:05:57.249828","Bad credentials",NULL,NULL
887953,"172.64.236.136","2023-11-09 15:15:07.965439","Bad credentials","cc3518be-0c2f-46f3-9eb5-e030cc02bf6c","iPhone 11"
887952,"172.64.236.137","2023-11-09 15:15:01.8069","Bad credentials","cc3518be-0c2f-46f3-9eb5-e030cc02bf6c","iPhone 11"
887951,"172.64.236.137","2023-11-09 15:14:56.440087","Bad credentials","cc3518be-0c2f-46f3-9eb5-e030cc02bf6c","iPhone 11"
867050,"172.64.236.94","2023-11-09 14:08:06.929062","Bad credentials","6b348c3b-d7d7-46e5-873a-c815d56c314a","iPhone 12"
867049,"172.64.238.8","2023-11-09 12:15:32.03243","Bad credentials",NULL,NULL
867048,"172.64.238.8","2023-11-09 12:01:24.164503","Bad credentials","1c2a4af1-9320-4bca-a846-1f5ec6b9f733","iPhone 11 Pro"
867047,"162.158.23.60","2023-11-09 10:49:39.081445","Bad credentials","a43939c3-8606-4584-aa04-fd129e3e1c7e","iPhone 13 Pro Max"
881302,"162.158.23.47","2023-11-09 08:51:25.224111","Bad credentials",NULL,NULL
867044,"172.71.186.213","2023-11-09 08:48:09.953098","Bad credentials",NULL,NULL
866850,"172.70.57.196","2023-11-09 01:11:34.958666","Bad credentials","60dd7abe-94dc-49f4-b0e0-ef7a6e33f7b9","ONEPLUS A3010"
866849,"162.158.23.19","2023-11-08 23:12:42.140629","Bad credentials",NULL,NULL
867043,"162.158.23.19","2023-11-08 23:12:13.475822","Bad credentials","e96cbc19-d3c2-46a1-bb81-f00871aad37d","iPhone 8"
867042,"172.71.186.155","2023-11-08 22:48:27.954721","Bad credentials",NULL,NULL
867041,"172.64.236.60","2023-11-08 19:35:26.968411","Bad credentials","b2070b4d-b31d-4739-9480-fc1a000a47af","CPH1937"
867040,"162.158.23.48","2023-11-08 18:44:40.86619","Bad credentials",NULL,NULL
867039,"172.64.236.69","2023-11-08 17:53:20.067113","Bad credentials",NULL,NULL
867038,"188.114.111.131","2023-11-08 15:59:12.864614","Bad credentials",NULL,NULL
867037,"188.114.111.155","2023-11-08 15:28:00.567861","Bad credentials","70a0f24e-5996-49d4-b127-72f778479080","LM-V500N"
867036,"188.114.111.177","2023-11-08 13:54:14.879169","Bad credentials",NULL,NULL
867034,"172.71.186.220","2023-11-08 12:19:25.960938","Bad credentials",NULL,NULL
867033,"172.64.236.68","2023-11-08 08:29:37.660808","Bad credentials",NULL,NULL
867032,"172.64.236.157","2023-11-08 00:45:14.529262","Bad credentials",NULL,NULL
867031,"172.71.186.32","2023-11-08 00:20:02.781843","Bad credentials",NULL,NULL
867030,"172.71.186.32","2023-11-08 00:17:17.362339","Bad credentials",NULL,NULL
867029,"172.71.186.32","2023-11-08 00:17:09.900163","Bad credentials",NULL,NULL
867028,"188.114.111.55","2023-11-07 23:57:24.553736","Bad credentials",NULL,NULL
867027,"188.114.111.55","2023-11-07 23:57:18.853569","Bad credentials",NULL,NULL
866832,"172.64.236.69","2023-11-07 23:51:47.082598","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
866831,"172.64.236.69","2023-11-07 23:51:42.014749","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
867026,"172.64.236.68","2023-11-07 23:44:29.043413","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
867025,"172.64.238.8","2023-11-07 23:28:03.238908","Bad credentials",NULL,NULL
867024,"172.68.134.46","2023-11-07 23:18:52.985817","Bad credentials",NULL,NULL
867023,"172.64.236.69","2023-11-07 22:42:35.128903","Bad credentials",NULL,NULL
867022,"172.64.238.9","2023-11-07 22:01:51.370934","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
867019,"172.64.236.61","2023-11-07 21:16:31.561107","Bad credentials",NULL,NULL
867021,"172.64.236.60","2023-11-07 20:58:26.648641","Bad credentials","d9ebd6ed-55a2-4818-8333-03cec0b07ec6","SM-G998B"
867020,"172.64.236.61","2023-11-07 20:58:12.793007","Bad credentials","d9ebd6ed-55a2-4818-8333-03cec0b07ec6","SM-G998B"
867018,"172.64.236.69","2023-11-07 20:40:23.518416","Bad credentials","62d5b28a-1f48-4866-9eb7-bbba1b99f68d","DUB-LX1"
867017,"172.64.238.29","2023-11-07 20:27:38.213858","Bad credentials",NULL,NULL
867016,"162.158.22.174","2023-11-07 20:25:49.20422","Bad credentials",NULL,NULL
867045,"162.158.23.20","2023-11-07 19:42:44.675805","Bad credentials",NULL,NULL
867015,"172.68.102.110","2023-11-07 19:01:45.688976","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
867014,"172.64.238.142","2023-11-07 18:45:31.848317","Bad credentials","24df3000-efea-4660-a9dd-3ff11cfd77c5","SM-A325F"
867013,"172.64.236.95","2023-11-07 18:44:50.897893","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
867012,"162.158.23.59","2023-11-07 18:42:13.59095","Bad credentials","898a1c37-b06c-462f-9c31-13a5c9edd3be","iPhone X"
867011,"162.158.23.48","2023-11-07 18:41:52.721775","Bad credentials","898a1c37-b06c-462f-9c31-13a5c9edd3be","iPhone X"
867010,"162.158.23.48","2023-11-07 18:41:36.568956","Bad credentials","898a1c37-b06c-462f-9c31-13a5c9edd3be","iPhone X"
867009,"172.64.236.95","2023-11-07 18:32:01.573514","Bad credentials",NULL,NULL
867008,"172.64.236.94","2023-11-07 18:28:11.192884","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
867007,"172.64.236.136","2023-11-07 17:20:35.06629","Bad credentials","d9ebd6ed-55a2-4818-8333-03cec0b07ec6","SM-G998B"
867006,"172.64.236.69","2023-11-07 17:09:45.278623","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
866808,"172.64.238.118","2023-11-07 17:07:01.477538","Bad credentials","d9ebd6ed-55a2-4818-8333-03cec0b07ec6","SM-G998B"
867005,"172.70.57.247","2023-11-07 17:02:21.801948","Bad credentials",NULL,NULL
867004,"172.64.238.118","2023-11-07 16:56:20.510302","Bad credentials","d9ebd6ed-55a2-4818-8333-03cec0b07ec6","SM-G998B"
867003,"172.64.238.119","2023-11-07 16:50:40.648466","Bad credentials","d9ebd6ed-55a2-4818-8333-03cec0b07ec6","SM-G998B"
1054451,"172.71.134.74","2023-11-07 16:26:28.117248","Bad credentials",NULL,NULL
867002,"172.64.236.60","2023-11-07 16:23:24.566159","Bad credentials",NULL,NULL
867001,"172.64.238.143","2023-11-07 15:54:19.13162","Bad credentials",NULL,NULL
866801,"172.64.236.60","2023-11-07 15:50:16.948806","ERR-404002",NULL,NULL
854439,"172.64.236.94","2023-11-07 15:06:52.587072","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
854438,"172.64.236.95","2023-11-07 14:54:02.276038","Bad credentials","22097adc-0154-4601-b61d-e64c82dacc60","SM-A025F"
854437,"172.64.236.94","2023-11-07 14:51:58.572179","Bad credentials",NULL,NULL
854436,"141.101.69.145","2023-11-07 14:31:46.133004","Bad credentials","b6ae958e-688d-4e71-b92b-d00220a7d7dc","CPH2237"
